0,40951829936213724
-0,00034703197145715466
-0,0005204221843690645
-0,0008944921035338458
-0,0014380106927061632
-0,002135603356110017
-0,0029441696224435958
-0,0038361294389361415
-0,004792884250092354
-0,00578356895325924
-0,00676573874643991
-0,007700347279065516
-0,008563000222525083
-0,009343696835851484
-0,010041281205069743
-0,010659395819549418
-0,01120371335624353
-0,011680289271653864
-0,01209707360150179
-0,012460665848669165
-0,012778624622213063
-0,013057553975717062
-0,013302893328612595
-0,013520073047840269
-0,013712909607607047
-0,01388479517907583
-0,01403975694292319
-0,014176300258046979
-0,014291579279265578
-0,01439227812902005
-0,014475890652576394
-0,014545778702474445
-0,014601893797330881
-0,014643764417836899
-0,014673232553795811
-0,01468823949302658
-0,014690682952401187
-0,014680401402435704
-0,014657463230769255
-0,014624146445781937
-0,014580992110171196
-0,014530930703872954
-0,014476851596263215
-0,014421033810566898
-0,014367424306164497
-0,014319065754785351
-0,014278778966786225
-0,014249528556739569
-0,014229621699422712
-0,014217807287821148
-0,014212406232053462
-0,014210709659160985
-0,014208436455608446
-0,014200667339196553
-0,014181034153136178
-0,014143075005336165
-0,014079819675063294
-0,013983760008780063
-0,013849580021354163
-0,013674701979054795
-0,013458482260642664
-0,013205503054126516
-0,012924980782685606
-0,012630850896966191
-0,012340474049718322
-0,0120742925433999
-0,011853201109281949
-0,01169566096474016
-0,011615349903973856
-0,011619116486288893
-0,01170554266930447
-0,011863712048829687
-0,012072625367612437
-0,012300628524857877
-0,012509419433952604
-0,012655651613993285
-0,012695527580239618
-0,012585016961544087
-0,012283315812308506
-0,01175842634995276
-0,010997616849503716
-0,0100167672670268
-0,008867075213663094
-0,007633225483541952
-0,0064235815156933815
-0,005353199450966795
-0,004534959949575504
-0,004057340451795008
-0,003981805609060166
-0,004354238679028805
-0,0051375934271215935
-0,006177344483610372
-0,007238035170984588
-0,008044834059881434
-0,008342525532742647
-0,007976638099520515
-0,00694849936974547
-0,0053808175916648555
-0,0035162466306895386
-0,0016682562192381644
-0,00016854921232604806
0,0007508855145456558
0,0010044764851964108
0,0006533450770198181
-0,00013839369207408066
-0,0014205089573560616
-0,0032939350224394427
-0,005561217893630011
-0,0076266968568229196
-0,00892247850300433
-0,009207208696864358
-0,008552746684188008
-0,007180258741122836
-0,005522275842864308
-0,00418496329129662
-0,003580117423983097
-0,0037776569460812154
-0,0045426166185733655
-0,005616160292407563
-0,006813219793639205
-0,008001170188830327
-0,009075823637979766
-0,009830665784517488
-0,009998339991759616
-0,00942933025857567
-0,008153671194219673
-0,006330093978644078
-0,004442880418510683
-0,003101553284002737
-0,002665361591198576
-0,00308914272178533
-0,004019443909791415
-0,005198773482400706
-0,006448221356257638
-0,007687249443040372
-0,008779396329174075
-0,009434131945211982
-0,009369312202514381
-0,008483763668586938
-0,006861732539917512
-0,004815502067422548
-0,0030341987163445064
-0,002098691923144975
-0,002175415599506219
-0,0029639722205205255
-0,0040993440647482705
-0,005359975352893519
-0,006646629362293097
-0,007887215420817002
-0,008841088950444446
-0,009172498312707743
-0,008673487775133357
-0,007334106133259421
-0,005341805780572631
-0,003293178989991395
-0,001932498308542811
-0,0016318526559724153
-0,002232176092208935
-0,003293850956216761
-0,004538357954734207
-0,005832767063011813
-0,007135085845811075
-0,008270498587160507
-0,008901037582588634
-0,008744851850808456
-0,00770192931988462
-0,005883515661870798
-0,003724427677142772
-0,0020378393281787737
-0,0013747475896223008
-0,0017464366371482305
-0,0027131025731243915
-0,003928467214265976
-0,005216041391862561
-0,006535613440816392
-0,0077752533933183555
-0,008625476989273998
-0,008759364836619717
-0,008006018199655018
-0,0064058349658858305
-0,004252090097988826
-0,0023259086898051854
-0,001323511226727839
-0,0014276284985618927
-0,002277426811541369
-0,003450546935708575
-0,004725489846713158
-0,0060425016841091465
-0,007338777560868169
-0,008352342453178778
-0,008732164350680815
-0,008252517318473564
-0,006882842084745545
-0,004822022852165907
-0,002734161187954029
-0,001421517485150956
-0,0012340158186069014
-0,0019343846726661382
-0,003047958426151581
-0,004307006463779073
-0,005615032117603611
-0,006938373337972794
-0,008072078428179653
-0,008664054611841616
-0,00844152655150505
-0,007308818506337431
-0,005399382081784451
-0,0032235113961992627
-0,0016361632760249327
-0,0011429953684027878
-0,0016555471067244121
-0,0026927019449325216
-0,003929271239410207
-0,005226584934030346
-0,006557464098047277
-0,0077772859660081356
-0,008552801705440462
-0,008571684843474944
-0,007683593938207447
-0,0059585867940226645
-0,003765996145134809
-0,0019472701638182078
-0,0011439561838061385
-0,0014297922763484567
-0,0023694973795342377
-0,0035753895002381343
-0,004860213232190642
-0,006187324740411448
-0,007465405325838062
-0,008397147069557796
-0,008641693523526162
-0,008000662342551104
-0,0064832678225241
-0,004341278921142286
-0,0023407435109017143
-0,0012342110359872596
-0,0012573993950648512
-0,002075060049478194
-0,0032359511960320104
-0,004507008879376026
-0,005823964871933081
-0,007137290589824799
-0,00819806194982543
-0,008652442609490121
-0,008256488623337058
-0,006956333085127619
-0,004928774946414545
-0,0028027068010720237
-0,0014109341282676623
-0,0011479102486462993
-0,0018083883884090078
-0,0029075055000351863
-0,004161694302454495
-0,005467389748877295
-0,006797241894197201
-0,007959675428438177
-0,008604913796744265
-0,00844853178696673
-0,0073782835098249915
-0,005509429381625597
-0,003319701183519268
-0,0016714509401462474
-0,0011067821889122437
-0,0015730039145094518
-0,002591579945651642
-0,003821953462681189
-0,005116595869593127
-0,006448761725912888
-0,0076861641863368866
-0,008501924512496001
-0,008576103169236961
-0,007745433901522496
-0,006065004920888115
-0,0038766497756633485
-0,002012062814099017
-0,0011408894896555088
-0,0013728423465724196
-0,0022901528666605586
-0,0034878431051917056
-0,0047701254037432585
-0,006096057437947458
-0,0073841997149951145
-0,008347478486474375
-0,008640110831575247
-0,008053294224900035
-0,0065816490906868514
-0,004458812762817287
-0,0024256785146360674
-0,0012563532469613522
-0,001221153935197553
-0,002009856418302349
-0,0031590291836076033
-0,004427319741239113
-0,005742146757312952
-0,007060742465168994
-0,008145740224892607
-0,008642247179647032
-0,008297743913486817
-0,007044942599281831
-0,005047109802925033
-0,002902361591922086
-0,0014541505566029987
-0,0011293721989064358
-0,0017534744615370168
-0,0028376264050847303
-0,0040876319050001265
-0,005391254026798687
-0,006722447031469101
-0,007902967869066059
-0,008585496786117013
-0,0084777964975624
-0,007456922315728169
-0,005624218719833102
-0,0034295584742109085
-0,0017331817340508072
-0,0011054925388537193
-0,0015274247510789034
-0,0025267009193578258
-0,0037514530104776267
-0,005043345371524689
-0,006374945624087797
-0,007625006104982337
-0,008473047259053597
-0,008593230856701644
-0,007812615865076195
-0,006173292812398474
-0,003993286842470657
-0,002090078733170794
-0,0011569830662667964
-0,0013366779239173544
-0,0022305265181488524
-0,003419483171535043
-0,004698914177088762
-0,006022808862404613
-0,007318920724105303
-0,00830934145934917
-0,00864484944966583
-0,008107898756400505
-0,006679603688696899
-0,0045785928604894985
-0,0025178301116090367
-0,001289249863640374
-0,0011966480813901718
-0,001954876673896109
-0,0030921670403088472
-0,004357504447551289
-0,005669991892216347
-0,006992394544541714
-0,008099079609492146
-0,008634851654835761
-0,008339281977070656
-0,007132826807605507
-0,005166249233814369
-0,0030061280030294645
-0,0015040659726187418
-0,0011183985576250163
-0,0017043795277231822
-0,0027729942725710473
-0,004018617379178894
-0,0053200026811567516
-0,006652036970929444
-0,007848842349728257
-0,008566874064720637
-0,008506363761520655
-0,007533470245250231
-0,005738665240656842
-0,0035416537020015104
-0,0017994080788358252
-0,0011096498224078414
-0,001485351284749138
-0,002464795876963463
-0,003683566430885041
-0,004973032377297359
-0,006303484976349778
-0,007564809599671462
-0,008443628994430599
-0,008608628273314035
-0,007877671074938112
-0,00628023405802965
-0,0041110123865790325
-0,0021713945303699534
-0,0011775457603973986
-0,0013040482237432714
-0,002172734721595967
-0,0033527067863698646
-0,004629238494993886
-0,0059509507827437795
-0,00725404558991778
-0,008270110029616128
-0,008647737751853093
-0,008160136004507074
-0,006775839190346074
-0,0046984782679084435
-0,0026123919015091784
-0,0013263161723791905
-0,0011757234732107957
-0,0019018835553046513
-0,0030265309407544825
-0,0042882924410376465
-0,005598540048671288
-0,006924239781172908
